,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,type_of_building,Price_sqft,City,Locality
10,7300000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",850.0,28.72407531738281,77.0955810546875,3.0,2.0,Ready to Move,New Property,Flat,8588.235294117647,New Delhi - Rohini,Sector 24 Rohini
11,7700000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1250.0,28.436305,77.13605,2.0,2.0,Ready to Move,Resale,Flat,6160.0,Gurgaon,Gurgaon - Faridabad Road
12,10500000.0,"Sector 110A, Gurgaon, Chandan Vihar, Gurgaon, Delhi NCR",1615.0,28.513139724731445,77.02595520019531,3.0,3.0,Ready to Move,Resale,Flat,6501.547987616099,Gurgaon,Chandan Vihar
13,7200000.0,"H-024, Gulshan Vivante, Sector-137, Noida, Sector 137, Noida, Delhi NCR",1200.0,28.5074613813646,77.4078166697626,2.0,2.0,Ready to Move,Resale,Flat,6000.0,Noida,Sector 137
14,7000000.0,"G T Road, Ghaziabad, Delhi NCR",1690.0,28.679009,77.3492951427093,3.0,3.0,Ready to Move,Resale,Flat,4142.011834319526,Ghaziabad,G T Road
15,9500000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1000.0,28.721435546875,77.10701751708984,3.0,2.0,Ready to Move,New Property,Individual House,9500.0,New Delhi - Rohini,Sector 24 Rohini
16,15000000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1450.0,28.72721290588379,77.09606170654297,4.0,3.0,Ready to Move,New Property,Individual House,10344.827586206897,New Delhi - Rohini,Sector 24 Rohini
17,4800000.0,"Noida Extension, Noida, Delhi NCR",1175.0,28.616078045953845,77.42810224734058,2.0,2.0,Ready to Move,Resale,Flat,4085.106382978724,Noida,Noida Extension
18,5100000.0,"NeelPadam Kunj, Vaishali, Sector 1, Ghaziabad, Sector 1 Vaishali, Ghaziabad, Delhi NCR",1087.0,28.6443099975586,77.331787109375,2.0,2.0,Ready to Move,Resale,Flat,4691.8123275069,Ghaziabad,Sector 1 Vaishali
19,14000000.0,"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1845.0,28.5469297107013,77.3543872945106,3.0,3.0,Ready to Move,Resale,Flat,7588.075880758807,Noida,Sector 45
20,6250000.0,"Sector 37C, Gurgaon, Delhi NCR",1400.0,28.449384,76.98441,2.0,2.0,Ready to Move,New Property,Flat,4464.285714285715,Gurgaon,Sector 37C
21,8700000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",1600.0,28.423049,77.08741,3.0,2.0,Ready to Move,Resale,Flat,5437.5,Gurgaon,Sushant Lok 2
22,13000000.0,"Sector 29, Noida, Delhi NCR",1950.0,28.5697371550333,77.3324116681809,3.0,3.0,Ready to Move,Resale,Individual House,6666.666666666667,Noida,Sector 29
23,15000000.0,"flat number 703, kalypso tower 4, jaypee wish town noida, sector 128, Sector 128, Noida, Delhi NCR",1800.0,28.529146,77.355843,2.0,3.0,Ready to Move,New Property,Flat,8333.333333333334,Noida,Sector 128
24,5500000.0,"Noida Extension, Noida., Noida Extension, Noida, Delhi NCR",1440.0,28.587499354879053,77.44316979301459,3.0,2.0,Ready to Move,Resale,Flat,3819.444444444444,Noida,Noida Extension
25,4200000.0,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1040.0,28.616204,77.422256,2.0,2.0,Ready to Move,Resale,Flat,4038.4615384615386,Noida,Noida Extension
26,3900000.0,"Noida extension., Noida Extension, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0,Ready to Move,Resale,Flat,3804.878048780488,Greater Noida,Noida Extension
27,10000000.0,"Sector 16 Vasundhara, Ghaziabad, Delhi NCR",1836.0,28.6571606,77.355748,3.0,2.0,Ready to Move,Resale,Individual House,5446.623093681917,Ghaziabad,Sector 16 Vasundhara
28,7600000.0,"Vaishali Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",1350.0,28.645769,77.38511,3.0,2.0,Ready to Move,Resale,Flat,5629.62962962963,Ghaziabad,Vaishali
29,3900000.0,"Sector 81, Gurgaon, Sector 81, Gurgaon, Delhi NCR",800.0,28.387731,76.96791987,2.0,2.0,Ready to Move,Resale,Flat,4875.0,Gurgaon,Sector 81
30,9000000.0,"sector 103 gurgaon, Dwarka Expressway, Gurgaon, Delhi NCR",1481.0,28.49744987487793,77.02709197998047,2.0,2.0,Ready to Move,Resale,Flat,6076.975016880486,Gurgaon,Dwarka Expressway
31,8350000.0,"lotus boulevard, Sector 100, Noida, Delhi NCR",1398.0,28.5434121846104,77.367853,2.0,2.0,Ready to Move,Resale,Flat,5972.818311874106,Noida,Sector 100
32,13500000.0,"Adhunik CGHS, Opp Tau Devil Lal Bio DiversitPark, Sector 52, Gurugram, Delhi NCR, Sector 52, Gurgaon, Delhi NCR",2150.0,28.435208771263,77.0902252334016,3.0,3.0,Ready to Move,Resale,Individual House,6279.069767441861,Gurgaon,Sector 52
33,5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,28.6467392,77.3709475,3.0,2.0,Ready to Move,Resale,Flat,4827.272727272727,Ghaziabad,Shakti Khand 2
34,15000000.0,"Sector 68, Gurgaon, Delhi NCR",1960.0,28.3907304,77.05782257,3.0,3.0,Ready to Move,Resale,Flat,7653.061224489796,Gurgaon,Sector 68
35,17500000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",2450.0,28.482277,76.99199526,3.0,3.0,Ready to Move,New Property,Flat,7142.857142857143,Gurgaon,Sector 104
36,5000000.0,"Aspire1106, Sector 78, Noida, Delhi NCR",1000.0,28.5604873040921,77.384084,2.0,2.0,Ready to Move,Resale,Flat,5000.0,Noida,Sector 78
37,3500000.0,"Gali No 9, Garhi Jharia Maria, New Delhi - South, Delhi NCR",850.0,28.559850692749023,77.24765014648438,2.0,2.0,Ready to Move,Resale,Flat,4117.64705882353,New Delhi - South,Garhi Jharia Maria
38,4550000.0,"Krishna Park Colony, New Delhi - South, Delhi NCR",950.0,28.50809,77.2314673,3.0,2.0,Ready to Move,New Property,Flat,4789.473684210527,New Delhi - South,Krishna Park Colony
39,4000000.0,"Amritpuri B East of Kailash, Amritpuri, New Delhi - South, Delhi NCR",700.0,28.558586,77.2511855,2.0,2.0,Ready to Move,Resale,Flat,5714.285714285715,New Delhi - South,Amritpuri
40,3500000.0,"Shalimar Garden Exten 1 near Gulmohar park, Shalimar garden, Ghaziabad, Delhi NCR",750.0,28.6895694732666,77.33861541748047,2.0,2.0,Ready to Move,Resale,Flat,4666.666666666667,Ghaziabad,Shalimar garden
41,3500000.0,"205. Hardik tower sector 53 Noida, Sector 53, Noida, Delhi NCR",950.0,28.5905383,77.35981,2.0,2.0,Ready to Move,Resale,Individual House,3684.2105263157896,Noida,Sector 53
42,2400000.0,"Gali No-15 Sadnagar Palam New Delhi-110045, Palam Colony, New Delhi - Dwarka, Delhi NCR",540.0,28.59227180480957,77.08367919921875,2.0,2.0,Ready to Move,New Property,Flat,4444.444444444444,New Delhi - Dwarka,Palam Colony
43,80000000.0,"Central park the resorts sector 48 gurgaon, Sector 48, Gurgaon, Delhi NCR",5571.0,28.424904,77.03476,5.0,5.0,Ready to Move,Resale,Individual House,14360.078980434391,Gurgaon,Sector 48
44,9500000.0,"Patel Nagar West, New Delhi - West, Delhi NCR",1200.0,28.652429,77.1643181,2.0,2.0,Ready to Move,Resale,Flat,7916.666666666667,New Delhi - West,Patel Nagar West
45,10500000.0,"Sector 65, Gurgaon, Delhi NCR",1020.0,28.3978564,77.07393158,2.0,2.0,Ready to Move,Resale,Flat,10294.117647058823,Gurgaon,Sector 65
46,7500000.0,"G 033., Sector 108, Gurgaon, Delhi NCR",1505.0,28.512136,76.986899,2.0,2.0,Ready to Move,Resale,Flat,4983.388704318937,Gurgaon,Sector 108
47,4800000.0,"Ghaziabad, Vivekanand Nagar, Ghaziabad, Delhi NCR",1232.0,28.652807235717773,77.45092010498047,6.0,3.0,Ready to Move,Resale,Flat,3896.103896103896,Ghaziabad,Vivekanand Nagar
48,5600000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",929.0,28.436305,77.13605,2.0,2.0,Ready to Move,Resale,Flat,6027.987082884823,Gurgaon,Gurgaon - Faridabad Road
49,8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1350.0,28.647938,77.340697,3.0,3.0,Ready to Move,Resale,Flat,6296.2962962962965,Ghaziabad,Vaishali
50,4700000.0,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1085.0,28.646509,77.3814882767311,2.0,2.0,Ready to Move,Resale,Flat,4331.797235023041,Ghaziabad,Indirapuram
51,8500000.0,"Sector 108, Gurgaon, Delhi NCR",1790.0,28.512136,76.986899,3.0,3.0,Ready to Move,Resale,Flat,4748.603351955308,Gurgaon,Sector 108
52,10000000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",1689.0,28.487018,76.998009,3.0,3.0,Ready to Move,New Property,Flat,5920.663114268798,Gurgaon,Sector 104
53,18000000.0,"Sector 67, Gurgaon, Sector 67, Gurgaon, Delhi NCR",2411.0,28.391644,77.06486457,3.0,3.0,Ready to Move,Resale,Flat,7465.781833264205,Gurgaon,Sector 67
54,12400000.0,"2nd floor metro view apartment sector 13 B dwarka, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",1650.0,28.6016822982437,77.0319327881991,3.0,2.0,Ready to Move,Resale,Flat,7515.151515151515,New Delhi - Dwarka,Sector 13 Dwarka
55,7700000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1685.0,28.5092080113141,77.4066255380327,3.0,4.0,Ready to Move,Resale,Flat,4569.73293768546,Noida,Sector 137
56,6000000.0,"Vaishali, Ghaziabad, Delhi NCR",1050.0,28.648794,77.3425322478785,2.0,2.0,Ready to Move,Resale,Flat,5714.285714285715,Ghaziabad,Vaishali
57,12500000.0,"sector 6 dwarka, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1300.0,28.59344,77.065951,2.0,2.0,Ready to Move,Resale,Flat,9615.384615384615,New Delhi - Dwarka,Sector 6 Dwarka
58,6380000.0,"Chhatarpur New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",1170.0,28.495893478393555,77.18599700927734,3.0,2.0,Ready to Move,New Property,Flat,5452.991452991453,New Delhi - South,Chhattarpur
59,7400000.0,"Sohna Road, Gurgaon, Sector 33, Gurgaon, Delhi NCR",1275.0,28.28709602355957,77.06906127929688,2.0,2.0,Ready to Move,New Property,Flat,5803.921568627451,Gurgaon,Sector 33
60,8400000.0,"Sector 84, Gurugram, Haryana, Sihi, Gurgaon, Delhi NCR",1890.0,28.410466,76.962531,3.0,3.0,Ready to Move,Resale,Flat,4444.444444444444,Gurgaon,Sihi
61,6400000.0,"Sector 76, Noida, Sector 76, Noida, Delhi NCR",1455.0,28.570142,77.3862730013034,3.0,2.0,Ready to Move,Resale,Individual House,4398.625429553264,Noida,Sector 76
62,19000000.0,"Dwarka, New Delhi - Dwarka, Delhi NCR",1768.0,28.5934318343359,77.0442727572328,3.0,2.0,Ready to Move,Resale,Flat,10746.606334841628,New Delhi - Dwarka,Dwarka
63,4300000.0,"sector 1 greater noida west, Greater Noida West, Greater Noida, Delhi NCR",1295.0,28.566914,77.436434,2.0,2.0,Ready to Move,Resale,Individual House,3320.4633204633205,Greater Noida,Greater Noida West
64,23800000.0,"Ibiza Town, Suraj Kund Road, Faridabad, Suraj Kund, Faridabad, Delhi NCR",3500.0,28.4818021,77.2200217,4.0,5.0,Ready to Move,Resale,Flat,6800.0,Faridabad,Suraj Kund
65,10500000.0,"Plot No:1, Sadarpur, Sector-45, Noida, Uttar Pradesh 201303, Sector 45, Noida, Delhi NCR",1850.0,28.548787,77.346032,3.0,4.0,Ready to Move,Resale,Flat,5675.675675675676,Noida,Sector 45
66,10800000.0,"Sector 32 Sohna Gurgaon Haryana, Sohna, Gurgaon, Delhi NCR",1966.0,28.247592,77.069185,2.0,2.0,Ready to Move,Resale,Flat,5493.387589013225,Gurgaon,Sohna
67,5500000.0,"Indirapuram, Ghaziabad, Delhi NCR",1350.0,28.6493479,77.3696259,2.0,2.0,Ready to Move,Resale,Flat,4074.074074074074,Ghaziabad,Indirapuram
68,4320000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1040.0,28.509118,77.413416,2.0,2.0,Ready to Move,New Property,Flat,4153.846153846154,Noida,Sector 137
69,3000000.0,"Sai Enclave niti khand indirapuram, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",800.0,28.6452824,77.3621025,2.0,2.0,Ready to Move,Resale,Flat,3750.0,Ghaziabad,Niti Khand-Indirapuram
70,3500000.0,"Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",950.0,28.579593,77.445197,2.0,2.0,Ready to Move,Resale,Flat,3684.2105263157896,Greater Noida,Greater Noida West
71,16000000.0,"F-54., South City 2, Gurgaon, Delhi NCR",2000.0,28.4178669,77.0512457,4.0,4.0,Ready to Move,Resale,Flat,8000.0,Gurgaon,South City 2
72,3000000.0,"NH 24 Ghaziabad, NH 24, Ghaziabad, Delhi NCR",900.0,28.685449,77.5092258,2.0,2.0,Ready to Move,Resale,Individual House,3333.333333333333,Ghaziabad,NH 24
73,3300000.0,"Park Lotus Surajpur Greater Noida, Surajpur, Greater Noida, Delhi NCR",960.0,28.5128413669417,77.4895533166212,2.0,2.0,Ready to Move,Resale,Flat,3437.5,Greater Noida,Surajpur
74,8200000.0,"Gurgaon - Faridabad Road, Gurgaon, Gwal Pahari, Gurgaon - South, Delhi NCR",1371.0,28.433653,77.152919,2.0,2.0,Ready to Move,New Property,Flat,5981.035740335522,Gurgaon - South,Gwal Pahari
75,6000000.0,"Unitech Horizon Greater Noida, PI 2, Greater Noida, Delhi NCR",1750.0,28.475274,77.545978,3.0,3.0,Ready to Move,Resale,Flat,3428.5714285714284,Greater Noida,PI 2
76,4100000.0,"NH 24 Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1299.0,28.519997,77.376873,3.0,2.0,Ready to Move,Resale,Flat,3156.2740569668977,Ghaziabad,NH 24
77,5200000.0,"plot no -02 E sector 12  Graeter noida west, Greater Noida West, Noida, Delhi NCR",1365.0,28.60595893859864,77.44451141357422,3.0,2.0,Ready to Move,Resale,Flat,3809.5238095238096,Noida,Greater Noida West
78,21000000.0,"godrej golf links, the crest, Pari Chowk, Greater Noida, Delhi NCR",2800.0,28.4655907,77.5114027,4.0,5.0,Ready to Move,Resale,Flat,7500.0,Greater Noida,Pari Chowk
79,2650000.0,"Sector 4, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",835.0,28.609898,77.436343,2.0,2.0,Ready to Move,Resale,Flat,3173.6526946107783,Greater Noida,Greater Noida West
80,10000000.0,"Paschim Vihar, New Delhi - West, Delhi NCR",1000.0,28.6677244,77.0979515,2.0,2.0,Ready to Move,Resale,Individual House,10000.0,New Delhi - West,Paschim Vihar
81,4500000.0,"A33 Shishram park Uttam Nagar, Uttam Nagar East, New Delhi - West, Delhi NCR",1000.0,28.63472366333008,77.04911041259766,3.0,2.0,Ready to Move,Resale,Flat,4500.0,New Delhi - West,Uttam Nagar East
82,6900000.0,"B1 1103 The Romano sector 118 Noida, Sector 118, Noida, Delhi NCR",1260.0,28.58548927307129,77.3993148803711,2.0,2.0,Ready to Move,Resale,Flat,5476.190476190476,Noida,Sector 118
83,13500000.0,"Sector 99, Gurgaon, Delhi NCR",2425.0,28.44456311,76.9550119,4.0,4.0,Ready to Move,Resale,Flat,5567.01030927835,Gurgaon,Sector 99
84,4500000.0,"Pratap vihar Ghaziabad, Pratap Vihar, Ghaziabad, Delhi NCR",1198.0,28.633363723754883,77.43121337890625,3.0,2.0,Ready to Move,Resale,Flat,3756.260434056762,Ghaziabad,Pratap Vihar
85,32500000.0,"Sultanpur, New Delhi, Sultanpur, New Delhi - South, Delhi NCR",3000.0,28.4969141,77.1652546,3.0,3.0,Ready to Move,Resale,Flat,10833.333333333334,New Delhi - South,Sultanpur
86,11000000.0,"Sector 71, Gurgaon, Delhi NCR",1743.0,28.419032,77.028272,3.0,3.0,Ready to Move,New Property,Individual House,6310.9581181870335,Gurgaon,Sector 71
87,3200000.0,"Gali no 4, behind Aman bakery, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",650.0,28.59803581237793,77.07652282714844,2.0,2.0,Ready to Move,Resale,Flat,4923.076923076923,New Delhi - Dwarka,Mahavir Enclave Part 1
88,3200000.0,"greater noida, Jalvayu Vihar, Greater Noida, Delhi NCR",815.0,28.446343,77.515305,2.0,2.0,Ready to Move,Resale,Flat,3926.38036809816,Greater Noida,Jalvayu Vihar
89,3400000.0,"Bhopura, Ghaziabad, Delhi NCR",1050.0,28.7005505,77.3286995,2.0,2.0,Ready to Move,Resale,Flat,3238.095238095238,Ghaziabad,Bhopura
90,11100000.000000002,"Ashoka Enclave Part 1, Faridabad, Delhi NCR",2100.0,28.468477249145508,77.31389617919922,4.0,3.0,Ready to Move,Resale,Flat,5285.714285714286,Faridabad,Ashoka Enclave Part 1
91,3500000.0,"Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",900.0,28.6809994,77.356998,2.0,2.0,Ready to Move,Resale,Flat,3888.8888888888887,Ghaziabad,Sector 5 Rajendra Nagar
92,12500000.0,"Unitech Fresco Nirvana Country Sector 50, Gurgaon, Nirvana Country, Gurgaon, Delhi NCR",1836.0,28.414627,77.060127,3.0,3.0,Ready to Move,Resale,Flat,6808.278867102396,Gurgaon,Nirvana Country
93,8500000.0,"Plot No. GH 03/A, Sector 143, Noida, Uttar Pradesh 201306, Sector 143A, Noida, Delhi NCR",1495.0,28.502597,77.428742,3.0,2.0,Ready to Move,Resale,Flat,5685.61872909699,Noida,Sector 143A
94,4200000.0,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1040.0,28.616204,77.422256,2.0,2.0,Ready to Move,Resale,Flat,4038.4615384615386,Noida,Noida Extension
95,82000000.0,"Golf Course Road, Gurgaon, Golf Course Road, Gurgaon, Delhi NCR",5495.0,28.4361825275276,77.1043058418003,5.0,6.0,Ready to Move,Resale,Flat,14922.65696087352,Gurgaon,Golf Course Road
96,9000000.0,"panchwati appartments, Vikaspuri, New Delhi - West, Delhi NCR",1250.0,28.6401587513384,77.066265900795,2.0,2.0,Ready to Move,Resale,Individual House,7200.0,New Delhi - West,Vikaspuri
97,14000000.0,"B-31/S-1, B- Block, Dilshad Garden, Shahdara, Delhi-110095, Dilshad Garden, New Delhi - East, Delhi NCR",2500.0,28.68651580810547,77.29942321777344,3.0,2.0,Ready to Move,Resale,Flat,5600.0,New Delhi - East,Dilshad Garden
98,8900000.0,"Sector 37D, Gurgaon, Delhi NCR",1815.0,28.45251307,76.97627035,3.0,3.0,Ready to Move,Resale,Flat,4903.581267217631,Gurgaon,Sector 37D
99,3200000.0,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,28.701837981083,77.423206716491,2.0,2.0,Ready to Move,Resale,Flat,3073.967339097022,Ghaziabad,Raj Nagar Extension
100,15000000.0,"S Block, Sector 49, Gurgaon, Delhi NCR",2000.0,28.412109,77.049522,4.0,4.0,Ready to Move,Resale,Flat,7500.0,Gurgaon,Sector 49
101,9200000.0,"Sector-82, Mapsko Casa Bella, Sector 82, Gurgaon, Delhi NCR",1960.0,28.393665,76.962842,3.0,3.0,Ready to Move,Resale,Individual House,4693.877551020408,Gurgaon,Sector 82
102,11500000.0,"sector 84, Sihi, Gurgaon, Delhi NCR",1963.0,28.406752,76.96474017,3.0,3.0,Ready to Move,Resale,Flat,5858.380030565461,Gurgaon,Sihi
103,6000000.0,"Sector 119, Noida -201301, Sector 119, Noida, Delhi NCR",1246.0,28.5863287948209,77.4010620206905,2.0,2.0,Ready to Move,Resale,Individual House,4815.409309791332,Noida,Sector 119
104,3900000.0,"omicran near Parichowk supertech Czar, Omicron, Greater Noida, Delhi NCR",1085.0,28.473679,77.506258,2.0,2.0,Ready to Move,Resale,Flat,3594.470046082949,Greater Noida,Omicron
105,3600000.0,"Ajanra le Garden, sector 16, greater noida, dist. Gautam budh nagar. U.P., Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0,Ready to Move,Resale,Individual House,3618.0904522613055,Greater Noida,Greater Noida West
106,49000000.0,"Sector 27, Greater Noida, Noida, Uttar Pradesh, Sector 27, Greater Noida, Delhi NCR",6168.0,28.470149,77.535673,5.0,5.0,Ready to Move,Resale,Flat,7944.228274967574,Greater Noida,Sector 27
107,7500000.0,"Sector 77, Gurgaon, Delhi NCR",1260.0,28.3824895,76.9823169,2.0,2.0,Ready to Move,New Property,Individual House,5952.380952380952,Gurgaon,Sector 77
108,18000000.0,"Eastend Aptts, Mayur Vihar 1, New Delhi - East, Delhi NCR",1700.0,28.5884566,77.304787,4.0,3.0,Ready to Move,Resale,Individual House,10588.235294117649,New Delhi - East,Mayur Vihar 1
109,17200000.0,"Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",2025.0,28.5858422747995,77.0606247868441,3.0,2.0,Ready to Move,Resale,Flat,8493.827160493827,New Delhi - Dwarka,Sector 10 Dwarka
110,17000000.0,"Moti Nagar, New Delhi - West, Delhi NCR",1600.0,28.66662979125977,77.1522216796875,3.0,2.0,Ready to Move,Resale,Flat,10625.0,New Delhi - West,Moti Nagar
111,5500000.0,"sector 12 gurgaon, Sector 12, Gurgaon, Delhi NCR",1150.0,28.497455596923828,77.02713775634766,3.0,2.0,Ready to Move,Resale,Flat,4782.608695652174,Gurgaon,Sector 12
112,13000000.0,"Kumar Excellency plaza, Sector 11 Vasundhara, Ghaziabad, Delhi NCR",2300.0,28.655845642089844,77.36822509765625,4.0,4.0,Ready to Move,Resale,Flat,5652.173913043478,Ghaziabad,Sector 11 Vasundhara
113,9900000.0,"Sector 90, Gurugram, Haryana 122505, Sector 90, Gurgaon, Delhi NCR",1760.0,28.407361,76.93426176,3.0,2.0,Ready to Move,Resale,Flat,5625.0,Gurgaon,Sector 90
114,7000000.0,"Sanjiv Malhotra D-2, 208/209, Ground Floor Sector-11, Rohin, New Delhi- 110085, Sector 11 Rohini, New Delhi - Rohini, Delhi NCR",559.0,28.7295315,77.106949,2.0,2.0,Ready to Move,Resale,Individual House,12522.36135957066,New Delhi - Rohini,Sector 11 Rohini
115,5150000.0,"Sector 143, Noida, Sector 143, Noida, Delhi NCR",1234.0,28.500621,77.424203,2.0,2.0,Ready to Move,Resale,Flat,4173.419773095624,Noida,Sector 143
116,7500000.0,"Paschim Vihar, New Delhi, Paschim Vihar, New Delhi - West, Delhi NCR",700.0,28.6628739905415,77.0977670161547,2.0,2.0,Ready to Move,Resale,Flat,10714.285714285714,New Delhi - West,Paschim Vihar
117,2630000.0,"415  81High street mall sector 81 not pull greater Faridabad, Sector 81, Faridabad, Delhi NCR",750.0,28.39244079589844,77.34424591064453,3.0,2.0,Ready to Move,New Property,Flat,3506.6666666666665,Faridabad,Sector 81
118,4600000.0,"Uttam Nagar West, New Delhi - West, Delhi NCR",1000.0,28.618239,77.054361,3.0,2.0,Under Construction,New Property,Flat,4600.0,New Delhi - West,Uttam Nagar West
119,7500000.0,"G Tower, Amrapali Sapphire Phase I, Sector 45, Noida, Delhi NCR",1390.0,28.548787,77.346032,3.0,2.0,Ready to Move,Resale,Flat,5395.6834532374105,Noida,Sector 45
120,7000000.0,"Sector 69, Gurgaon, Sector 69, Gurgaon, Delhi NCR",1326.0,28.397731,77.036526,3.0,3.0,Ready to Move,Resale,Flat,5279.034690799396,Gurgaon,Sector 69
121,5800000.0,"Sector 129, Noida, Delhi NCR",1270.0,28.524543,77.364765,3.0,3.0,Ready to Move,Resale,Flat,4566.929133858268,Noida,Sector 129
122,5200000.0,"Sector 143, Noida, Delhi NCR",1175.0,28.500621,77.424203,2.0,2.0,Ready to Move,Resale,Individual House,4425.531914893617,Noida,Sector 143
123,26000000.0,"Sector 128 Noida, Sector 128, Noida, Delhi NCR",3755.0,28.5279804259531,77.354191,4.0,6.0,Ready to Move,New Property,Flat,6924.101198402131,Noida,Sector 128
124,20000000.0,"DLF Capital Greens Phase 1, Moti Nagar, New Delhi - West, Delhi NCR",1650.0,28.666059,77.150134,3.0,3.0,Ready to Move,Resale,Flat,12121.212121212122,New Delhi - West,Moti Nagar
125,3200000.0,"895., Mehrauli, New Delhi - South, Delhi NCR",800.0,28.5201861,77.179158,2.0,2.0,Ready to Move,New Property,Flat,4000.0,New Delhi - South,Mehrauli
126,8500000.0,"Near Dashmesh Hospital, Jail Road, Shiv Nagar, New Delhi - West, Delhi NCR",1100.0,28.6288025,77.0958556,2.0,2.0,Ready to Move,Resale,Flat,7727.272727272727,New Delhi - West,Shiv Nagar
127,4320000.0,"Sector 67, Gurgaon, Delhi NCR",800.0,28.38762,77.06237,2.0,2.0,Ready to Move,Resale,Flat,5400.0,Gurgaon,Sector 67
128,6709999.999999999,"Vasundhara, Ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",1180.0,28.65493,77.350989,2.0,2.0,Ready to Move,Resale,Flat,5686.440677966101,Ghaziabad,Vasundhara
129,16900000.0,"firstfloor, Sushant Lok 1 Block C, Gurgaon, Delhi NCR",1935.0,28.45451736450196,77.08187103271484,3.0,4.0,Ready to Move,Resale,Flat,8733.850129198967,Gurgaon,Sushant Lok 1 Block C
